ID,Number_Of_Wins_This_Season,Number_Of_First_Round_Draft_Picks,Average_Player_Age,Number_Of_Injured_Players,Coach_Experience_Level,Won_Championship
4113,14,2,27,5,2,A
7441,14,3,26,7,2,B
1327,13,1,26,6,1,A
9242,14,2,26,6,1,B
5116,13,2,26,6,2,A
9714,14,2,26,7,2,A
6380,14,3,27,6,2,B
7956,14,2,27,5,2,B
4150,15,2,26,4,2,A
831,14,2,26,6,2,A
6096,14,3,26,6,2,B
2388,14,2,27,6,2,A
7764,13,2,26,7,1,A
1904,13,1,27,6,1,B
9420,15,2,26,3,2,A
9275,12,2,26,5,2,B
5604,14,2,27,6,2,A
2289,15,3,26,4,2,B
9598,16,3,26,5,2,A
6164,12,3,26,6,3,B
6825,14,2,27,2,3,B
8584,13,2,26,6,2,B
9117,16,2,26,6,1,B
3258,15,3,27,6,2,B
8886,13,2,26,9,2,A
2553,13,2,27,5,2,A
2962,12,2,26,6,2,B
6306,14,3,26,6,2,B
5101,15,3,26,5,2,A
2659,12,2,27,5,2,B
569,14,3,26,6,3,B
9406,12,2,27,8,2,A
1086,15,3,26,6,2,B
3082,15,2,26,6,2,B
4243,14,3,26,6,3,B
6907,14,2,27,4,2,B
9646,14,2,26,4,2,A
919,13,2,26,5,2,B
2258,13,3,26,6,3,A
9862,14,3,26,7,2,B
1905,17,2,27,6,1,B
445,12,1,27,9,1,A
4525,14,2,26,5,2,A
3786,13,2,26,4,2,A
9086,13,2,27,4,2,B
6159,12,1,27,9,1,A
4716,13,2,26,5,1,A
2165,13,2,27,7,2,A
2937,12,1,27,6,2,A
8059,14,2,26,5,2,B
7273,12,2,26,3,2,B
6222,13,2,26,6,2,A
7794,15,2,26,4,2,A
8179,14,3,26,5,3,B
6843,13,2,27,6,2,A
6745,14,2,26,5,2,B
2021,13,1,26,7,1,A
458,14,2,26,6,2,B
8660,12,2,27,2,3,B
3968,13,2,27,7,2,A
283,11,1,27,8,1,A
4321,13,3,27,5,3,B
608,14,2,26,5,2,B
1411,15,3,25,7,3,B
2856,14,2,27,6,2,B
134,11,1,27,7,1,A
1500,13,2,26,4,2,B
1204,14,2,26,6,2,A
4182,13,2,26,5,2,A
6539,16,3,26,6,3,A
5448,15,3,27,5,2,B
7561,14,2,26,5,2,A
4849,15,2,25,5,2,A
1031,13,1,26,6,1,A
3687,15,2,27,5,2,B
6526,15,2,27,2,2,A
8669,13,1,27,5,1,B
8378,17,3,25,4,2,A
6601,13,2,26,8,2,B
3903,15,2,26,4,2,A
3746,13,3,27,6,3,B
5896,13,2,27,7,2,A
6019,17,3,25,2,2,A
2788,13,1,26,6,1,A
4756,14,2,27,5,2,A
9937,14,3,26,5,3,B
5778,16,2,25,5,1,A
5759,13,2,27,7,2,A
9927,15,2,26,3,2,A
3814,13,2,26,6,2,A
1214,14,2,27,5,2,B
5315,16,2,26,3,2,A
5867,14,2,26,6,2,A
7856,14,2,26,6,2,B
5141,15,2,26,4,2,B
7464,13,2,26,5,2,B
4952,14,2,27,5,2,B
2111,13,1,27,4,2,B
5215,13,2,26,6,2,A
7189,16,2,26,2,2,A
1528,15,2,27,6,2,B
8308,13,3,26,7,2,B
494,13,2,26,5,2,B
7224,15,3,26,7,2,B
1408,16,3,27,5,2,B
4639,12,1,26,2,2,B
1179,13,2,27,6,2,B
4866,14,2,27,5,2,B
6528,14,3,26,7,3,B
3111,13,1,27,6,2,A
3853,14,2,26,6,2,B
581,12,3,27,5,3,B
7707,12,1,27,7,1,A
7627,13,1,27,5,2,A
4668,14,2,26,5,2,B
1028,14,2,27,5,2,A
9696,13,3,26,7,2,B
7111,13,2,27,5,3,B
6017,14,2,26,6,1,A
4424,14,2,26,5,1,A
6106,15,2,26,4,2,A
2371,14,2,26,6,2,A
5508,12,2,27,6,2,B
3011,13,3,26,7,2,B
9201,13,1,27,6,2,A
4663,14,2,26,4,2,B
3016,15,3,27,6,2,B
5933,14,2,26,5,2,A
222,14,2,26,5,2,B
3188,13,3,26,6,3,B
5874,15,3,25,7,2,A
6942,13,2,27,7,2,B
1565,14,2,26,6,2,A
2012,11,3,26,6,3,B
5838,14,3,26,8,2,B
4850,14,2,27,5,2,A
8029,15,2,26,4,2,A
7568,16,3,26,4,2,A
8574,14,2,27,4,2,A
2497,16,2,27,6,2,B
8061,14,2,27,4,2,A
4377,14,2,26,4,2,A
8266,14,2,27,6,2,B
6968,13,3,26,6,3,B
7394,15,2,26,5,2,B
4061,13,2,27,5,2,B
5736,14,2,26,7,2,A
7065,14,2,26,6,2,A
4228,14,2,27,5,2,A
8631,14,3,26,8,2,B
6524,14,2,26,7,2,B
3947,16,3,27,4,2,B
7980,12,1,27,7,1,A
6119,14,2,26,7,2,B
7142,13,3,26,5,3,B
1837,15,2,26,5,2,A
983,13,2,27,8,2,A
2828,16,3,26,6,2,B
392,15,3,26,7,2,B
7845,12,1,28,6,2,A
8057,15,2,26,3,2,A
776,14,2,27,5,2,B
8346,14,2,26,6,2,A
5129,15,2,26,5,2,A
6554,12,2,27,5,2,B
3984,15,2,27,5,2,A
9887,13,2,26,7,2,B
8885,12,2,26,4,3,B
4340,15,2,27,6,2,B
4393,15,2,26,5,2,A
1531,14,2,26,7,2,A
7027,14,2,26,6,2,B
3270,12,2,26,5,3,B
3185,12,2,27,8,1,A
6553,13,2,27,6,2,A
6026,15,2,26,5,2,B
754,15,2,27,5,2,A
8601,12,3,26,6,3,B
9089,13,2,26,5,2,B
2433,13,2,26,6,2,B
2443,13,3,26,6,2,B
1885,13,2,27,6,2,A
768,15,2,26,4,2,B
3665,13,1,27,6,1,A
3116,11,2,26,5,2,B
8076,13,1,27,5,1,A
1209,14,2,26,6,2,B
7232,15,3,26,8,2,B
8639,12,2,26,5,3,B
5083,13,1,26,5,1,A
5308,14,2,26,7,2,B
1943,15,2,27,5,2,B
6237,14,2,26,5,1,A
8181,16,3,25,3,2,B
2887,15,3,26,7,2,B
5330,16,3,25,5,2,A
8897,14,2,26,5,2,B
2627,14,2,27,5,2,B
4354,15,4,26,7,3,B
2031,14,2,27,4,2,B
7450,15,3,27,8,2,B
7254,14,1,27,3,1,A
6713,13,2,26,6,2,A
5162,15,3,26,5,2,B
3228,13,1,27,5,2,A
4707,14,2,26,4,2,B
5817,12,2,27,7,2,A
479,16,2,27,5,2,B
6165,16,3,25,3,2,A
8141,14,2,26,6,2,A
8873,14,1,26,3,1,A
8544,15,3,26,5,2,B
9320,14,3,26,6,2,B
189,13,1,26,4,2,B
984,13,2,26,7,2,B
8357,14,2,26,6,2,B
9313,15,2,26,6,2,A
2882,13,3,26,6,3,B
2770,16,2,26,4,2,A
2132,12,3,26,7,2,B
3363,14,1,26,4,1,A
127,15,2,27,4,2,B
2183,13,2,26,5,2,B
8394,13,1,27,6,1,A
7249,13,2,27,5,3,B
2042,15,2,27,5,2,A
1320,13,1,27,6,2,A
3708,16,2,25,5,2,A
8485,15,3,26,5,2,A
9459,16,3,26,4,2,A
7386,14,2,26,4,2,A
6807,15,2,26,6,2,A
6440,15,3,26,6,2,A
8387,14,2,26,7,2,A
1803,14,2,26,5,2,B
9049,13,2,26,7,2,A
4466,15,3,26,5,2,B
6716,15,2,27,5,1,B
9982,14,2,26,6,2,A
9994,14,2,27,5,2,A
7839,14,2,26,5,2,A
9590,13,2,26,5,2,B
5752,15,2,26,5,2,B
3756,14,3,26,5,3,B
1389,12,1,27,4,2,B
3757,13,2,27,6,2,A
8630,13,2,27,5,3,B
3938,13,2,26,3,3,B
444,13,3,27,5,3,B
656,13,3,26,5,3,B
6981,13,2,26,6,2,B
94,16,2,26,3,2,A
450,14,2,28,3,2,B
801,13,1,27,5,1,A
8014,15,2,25,5,2,A
618,14,2,26,6,1,A
4334,14,2,27,5,2,A
1860,14,2,26,6,2,A
6714,13,2,26,7,2,B
6970,12,2,26,9,1,A
9160,13,2,26,7,2,A
601,15,2,26,5,2,A
4870,12,3,26,6,3,B
2633,15,3,26,4,2,A
603,14,2,27,5,2,B
9336,15,3,26,5,2,A
9759,12,2,25,5,2,B
8570,13,1,26,7,1,A
6113,15,2,27,7,1,B
2116,13,1,27,5,2,A
9761,13,2,26,4,2,B
3820,15,3,25,7,2,A
6327,14,2,26,6,2,B
5087,13,2,27,4,2,B
5070,12,2,27,5,2,B
7259,14,2,26,5,2,A
4499,14,3,26,6,3,B
4743,14,1,26,5,1,A
2688,13,2,26,4,2,B
6521,13,2,27,5,2,B
449,14,1,26,5,1,A
7341,17,3,26,7,2,B
6231,12,2,26,5,2,B
8795,11,2,26,5,2,B
1438,13,2,26,5,2,B
8921,13,1,27,6,1,A
1112,12,1,27,8,1,B
102,14,2,26,6,2,A
3465,13,2,27,5,2,B
2563,13,1,27,4,2,A
8263,13,2,26,6,2,A
9083,13,2,27,3,2,B
5844,12,2,27,2,3,B
7684,14,2,27,6,2,A
1776,14,2,26,5,2,A
5166,15,2,26,5,2,A
424,14,2,27,6,2,A
9497,14,1,27,4,2,B
4058,14,2,26,5,2,B
610,15,3,26,6,2,B
1611,13,1,28,5,2,A
3890,13,2,26,7,1,A
204,16,3,26,4,3,A
8443,14,2,26,6,1,A
5685,14,3,26,6,2,B
1203,15,2,26,3,2,A
4030,13,2,27,5,2,B
4261,14,2,26,5,2,B
1931,13,2,27,6,2,B
8828,14,3,26,5,2,B
4869,14,3,26,7,3,A
5234,14,2,26,5,2,B
5807,14,1,27,5,1,A
9283,13,2,27,5,2,A
9549,14,2,27,5,2,A
2393,13,3,26,5,3,B
5529,15,2,26,5,2,A
2911,12,2,26,6,2,B
7551,14,4,26,7,3,A
7127,15,2,26,4,2,A
9679,16,3,26,6,2,B
7914,13,2,27,5,2,B
6761,13,2,26,5,2,B
645,14,2,27,5,2,B
5490,13,2,27,8,2,A
4719,13,1,27,7,1,A
8348,13,2,26,8,2,A
1390,14,2,27,5,2,A
6581,11,2,26,3,3,B
7933,15,2,27,4,2,B
1689,14,2,26,6,2,B
1461,14,3,26,5,3,B
6656,16,3,26,4,3,A
8726,13,1,27,5,1,A
508,15,4,25,7,3,B
1813,15,1,26,4,1,A
3703,15,2,26,4,1,A
6108,14,2,27,5,2,A
3265,15,2,26,4,2,A
7810,14,2,27,5,2,B
9919,14,2,26,6,2,A
3641,13,2,26,8,1,A
6086,14,2,27,4,2,A
9783,14,2,27,4,2,A
2806,17,2,27,6,1,B
8884,15,3,27,6,2,B
6052,15,3,26,6,2,A
3055,13,2,26,3,2,B
8430,12,2,26,4,2,B
8974,15,3,27,7,2,B
3151,15,2,26,4,2,A
2212,12,1,26,8,1,A
64,15,3,26,6,2,A
1835,13,2,26,5,2,B
5926,15,2,27,2,2,A
8192,12,1,27,8,1,A
4979,12,2,26,5,2,B
4007,14,2,26,7,2,B
2966,14,2,25,7,1,A
9111,13,3,26,7,3,B
1516,15,2,26,4,2,B
3152,15,2,27,4,2,A
2262,12,2,26,6,2,B
1554,13,2,26,7,1,A
8698,15,3,26,5,2,A
2680,14,2,26,7,2,A
8481,14,3,26,7,2,B
147,13,2,27,4,2,B
1954,12,1,26,4,2,B
981,12,1,28,4,2,A
7793,15,2,26,5,2,B
4819,14,2,26,6,2,A
6292,13,1,27,6,1,A
6779,15,2,26,4,2,A
6401,12,2,27,6,2,A
2365,15,2,26,3,2,A
8502,14,2,26,6,2,B
2003,14,2,27,5,2,B
4824,12,2,26,5,3,B
9216,13,3,26,5,3,B
9380,14,2,27,4,2,A
1300,12,1,27,7,1,A
3396,15,2,27,5,2,B
9193,12,2,26,6,3,B
6739,15,2,27,7,1,B
8159,15,2,27,6,2,B
7806,13,2,26,7,2,B
7541,13,2,27,6,2,A
4365,15,2,27,5,2,B
5511,15,2,26,7,2,B
4112,13,2,26,7,2,A
3990,14,2,27,6,2,A
7982,13,3,26,8,3,B
9312,14,2,26,6,2,A
9224,14,1,26,5,1,A
118,13,2,27,5,2,A
7270,12,1,27,7,1,A
5092,14,1,26,4,1,A
5536,13,2,26,7,2,B
6755,14,2,26,6,2,A
5629,17,3,26,1,3,A
5533,15,2,26,7,2,B
349,15,2,25,5,2,A
7519,14,2,26,7,2,A
1444,14,2,27,5,2,B
3562,14,1,26,6,1,A
1911,15,2,26,5,2,A
5211,13,2,26,5,2,B
8987,15,3,27,8,2,B
4014,14,2,26,4,2,B
3353,15,1,26,4,1,A
9494,15,2,25,5,2,A
2054,15,2,26,3,2,A
2006,15,2,26,4,2,A
5176,13,2,25,6,2,B
7730,13,1,27,5,2,A
1211,13,4,26,7,3,B
8758,15,3,26,7,2,A
1881,13,2,26,8,1,A
3262,14,2,26,6,1,A
614,12,2,27,3,2,B
5590,14,2,26,6,2,A
5612,12,1,28,4,2,A
8084,15,2,26,4,2,A
6867,14,3,26,5,2,B
4268,14,1,26,3,2,A
910,15,2,26,4,2,A
6364,15,3,26,5,2,A
6145,14,3,26,6,2,B
4470,14,2,27,6,2,A
4751,12,2,27,8,1,A
7267,13,3,26,7,3,B
4929,13,2,27,3,3,B
385,11,1,27,8,2,A
8232,14,2,27,4,2,B
5538,14,2,26,7,2,A
3459,15,2,26,3,2,A
3608,15,2,26,3,2,A
5066,14,2,27,4,2,B
3135,14,2,27,5,2,A
6332,15,3,26,7,3,B
791,13,2,26,5,2,B
5988,14,2,26,6,2,A
1912,14,3,26,6,2,A
2356,16,3,26,7,2,B
6640,14,1,27,5,2,A
195,14,1,26,3,2,A
9388,12,2,27,7,2,A
3858,15,2,26,6,2,B
960,14,2,27,5,2,B
4735,14,2,26,4,2,B
9861,14,1,26,4,2,B
3322,13,1,27,5,2,B
764,16,2,27,7,2,A
2422,14,2,26,5,2,A
2473,13,3,26,7,3,B
4133,14,2,27,5,2,A
3810,14,2,26,8,2,A
4081,15,3,26,5,2,A
5765,16,3,26,5,2,A
2372,13,3,26,5,2,B
8622,15,2,27,5,2,B
6847,15,2,26,5,2,A
1893,13,2,26,7,2,A
5335,13,3,26,5,3,A
8242,12,2,26,5,3,B
6259,13,1,27,6,1,A
7330,14,2,26,6,2,A
7576,15,2,26,5,2,A
2763,14,2,26,6,1,A
813,15,2,26,4,2,A
3034,14,2,26,6,1,A
3645,13,2,27,5,3,B
4187,13,1,27,5,1,B
5389,13,2,26,3,2,B
9934,12,2,27,7,2,B
9423,14,2,26,5,2,B
8511,12,1,27,8,1,A
6042,15,3,26,6,2,A
8915,14,3,26,5,2,B
6510,15,2,27,6,2,B
845,13,2,27,5,2,A
378,14,2,27,6,2,A
7631,14,2,26,6,2,B
2797,15,3,26,5,2,B
5246,14,3,26,5,2,B
2716,14,2,27,5,2,A
3498,13,2,28,4,2,A
2413,14,2,26,6,2,A
7245,12,1,28,6,2,A
3542,13,2,26,5,2,B
3351,14,2,26,7,2,A
6492,15,2,26,5,2,A
176,15,2,27,3,2,A
6707,13,2,26,5,2,B
7693,14,1,27,5,1,B
7237,13,2,25,6,2,B
3381,13,2,25,5,2,B
9588,13,2,27,6,2,A
945,14,2,26,3,2,B
1870,14,1,27,2,1,B
5143,16,3,25,8,2,A
847,14,2,26,5,2,A
4406,13,1,27,2,2,B
1463,13,1,27,5,2,A
7291,13,2,27,7,2,A
7886,12,3,26,8,3,B
3158,13,2,27,4,2,B
6833,15,2,27,6,2,A
5883,16,2,26,5,2,A
693,14,3,26,6,2,B
3273,14,3,26,6,3,B
7258,15,2,27,4,2,A
7527,16,3,25,5,2,A
6879,15,2,26,4,2,A
8952,14,1,27,5,2,A
5751,14,3,26,6,2,B
4408,13,3,26,6,3,B
4001,14,4,26,8,3,B
9371,16,2,25,3,2,A
4333,16,3,26,4,2,A
7971,14,2,26,6,2,A
2342,14,2,26,6,2,B
5453,13,2,26,5,2,B
5707,13,2,26,3,2,B
992,15,3,26,5,2,A
6559,14,2,26,5,2,A
5400,12,3,27,5,3,B
1828,12,2,26,6,2,B
2608,13,2,27,7,2,B
9712,14,2,26,4,2,B
7983,14,2,27,5,2,B
3636,14,2,26,6,2,B
5919,13,1,27,5,1,A
959,15,3,26,5,2,B
7117,15,3,26,8,2,B
1383,15,2,25,6,2,A
3167,13,3,27,6,3,A
5257,13,2,27,4,2,B
6798,12,0,27,6,1,A
9707,17,3,26,6,2,B
1821,13,2,27,4,2,B
5259,12,1,28,6,2,A
5733,14,2,27,5,2,A
6037,13,2,27,7,2,A
9639,16,2,27,2,2,A
160,13,1,27,5,1,A
97,15,3,26,4,3,A
7789,15,2,27,3,2,A
4398,15,1,26,3,1,A
1310,12,1,27,6,2,A
2343,14,2,26,6,2,A
3760,15,2,26,5,2,A
32,14,2,26,7,1,A
8694,13,1,27,5,2,A
9268,14,2,26,5,2,A
354,12,3,26,5,3,B
1950,12,2,26,6,2,B
88,14,2,26,4,2,B
1499,15,3,26,6,2,B
9491,15,2,26,5,2,B
1054,14,2,26,4,2,A
4883,13,2,27,6,2,A
5543,13,1,27,4,2,A
7930,15,2,26,5,2,B
28,14,2,26,5,2,B
4022,14,2,27,3,2,B
6896,13,2,27,7,2,A
1175,13,1,27,4,1,A
9839,13,2,26,3,2,B
9403,16,3,25,5,2,A
1068,13,2,27,6,2,B
3803,13,2,27,7,2,A
3522,15,3,26,5,2,A
932,15,2,26,4,2,A
8083,13,1,27,5,1,A
5122,14,2,26,5,2,B
2970,15,2,26,7,1,B
5984,13,3,27,7,2,B
3801,16,2,26,3,2,A
8147,13,1,27,4,2,B
3131,13,2,26,3,3,B
2489,15,2,26,4,2,A
2933,14,1,27,4,2,A
7865,13,2,27,5,3,B
9985,14,2,26,6,2,B
2097,13,1,26,6,1,A
9026,11,1,27,8,1,A
2028,15,3,26,6,2,B
6535,14,2,27,5,2,A
55,14,2,27,6,2,B
6014,13,1,27,5,2,A
7694,14,2,26,4,2,A
9066,15,2,27,4,2,A
8338,14,2,25,7,1,A
2369,13,2,27,4,2,B
45,15,2,26,5,2,A
3240,14,3,26,6,2,B
8937,16,2,26,5,2,B
7348,15,3,27,7,3,B
8998,14,3,26,8,3,B
937,14,2,26,5,2,A
556,15,3,27,6,2,B
199,14,2,27,7,2,A
1455,14,3,26,7,2,B
1955,14,2,26,7,2,A
3521,15,2,26,4,2,A
1402,15,2,26,4,2,A
9508,14,2,26,6,2,B
3340,15,3,26,7,2,A
4822,15,2,26,6,2,B
3815,12,3,26,5,3,B
1067,15,3,26,7,2,B
6349,15,1,27,3,2,A
8546,14,2,27,4,2,A
8089,15,3,26,9,2,B
5726,16,2,26,3,2,A
8592,15,2,27,2,2,A
6854,13,2,26,4,2,B
5088,13,2,26,4,2,B
1760,13,2,25,7,2,B
2368,14,2,26,6,2,B
5990,14,2,27,4,2,B
4643,13,1,27,6,1,A
7964,13,3,26,5,3,B
4152,15,2,26,6,2,B
4653,13,3,27,6,3,B
3006,15,2,27,4,2,A
5395,12,1,27,7,2,A
9209,14,2,26,5,2,B
9311,15,2,27,3,2,A
1284,15,3,27,5,2,B
5449,14,2,27,5,2,A
702,13,2,26,5,2,B
2734,15,3,26,5,2,A
1923,13,3,27,6,3,B
7146,15,2,26,4,2,A
9630,15,2,27,6,2,B
3462,14,2,27,4,2,B
7461,15,2,26,4,2,A
4229,13,2,27,3,2,B
9665,15,2,26,5,2,A
5472,12,2,27,8,2,A
3974,14,2,27,5,2,A
6665,13,2,26,5,2,B
4232,14,2,27,5,2,B
2129,14,2,26,5,2,B
5598,14,2,27,5,1,B
8432,14,3,25,7,2,A
2950,15,2,25,5,2,A
3692,14,3,25,7,3,B
6782,13,1,26,5,1,A
5710,14,2,26,5,2,B
8653,13,2,27,5,2,B
5471,15,3,26,7,2,B
987,13,2,27,7,2,A
841,14,2,26,4,2,B
1075,15,3,26,5,2,A
3397,15,2,26,3,1,A
7250,13,2,27,7,1,A
9629,15,2,26,5,2,A
6827,14,2,27,5,2,A
9249,14,2,26,3,3,B
8268,13,2,26,4,2,B
7536,13,2,27,6,2,A
9883,14,2,27,3,2,B
9191,12,1,28,2,3,B
4097,14,2,26,6,2,A
6693,14,2,26,6,2,A
2102,15,2,26,5,2,A
224,15,2,27,5,2,A
4193,14,3,26,7,2,A
7457,12,2,27,4,2,B
571,13,2,26,5,2,B
316,15,3,26,6,2,B
109,14,3,26,5,3,B
3432,15,3,25,5,2,A
1725,13,2,26,7,2,B
2315,14,1,26,5,1,A
3923,15,3,26,5,2,A
6752,13,3,26,7,2,A
1763,12,1,27,6,1,A
4028,12,2,27,8,2,A
5732,14,3,26,6,2,B
6318,15,2,26,3,2,A
3208,15,2,26,4,2,B
5649,13,1,27,3,1,A
8948,15,3,26,6,2,B
3429,14,2,26,5,2,A
3178,13,3,27,5,3,B
8009,13,2,27,6,3,B
8612,13,2,27,6,2,B
8291,14,2,26,5,1,A
7210,15,2,25,6,2,A
1467,13,2,26,7,1,A
7670,14,2,27,4,2,B
8764,13,2,27,5,2,B
5567,14,2,26,5,2,A
3069,13,2,27,4,2,B
4089,16,2,27,5,1,B
5929,14,3,26,6,2,B
5044,17,2,26,6,1,B
1026,13,2,27,7,2,A
2024,12,2,26,5,3,B
946,14,2,27,5,2,B
5337,14,3,26,7,2,A
2164,14,3,26,6,2,B
4079,14,2,26,6,2,A
7639,16,3,25,4,2,A
1392,13,2,26,6,2,B
2461,12,3,26,5,3,B
6929,15,2,26,5,2,A
1784,15,2,26,4,2,A
3686,16,3,25,4,2,A
8065,15,3,26,5,2,B
858,13,2,27,6,2,A
2496,13,2,26,6,2,B
5843,15,3,27,6,2,B
9751,14,3,27,6,2,B
455,14,3,26,6,2,B
6500,14,2,26,4,3,B
9924,15,2,26,4,2,A
8022,14,2,26,5,2,A
4493,14,2,26,6,2,B
1330,13,2,26,4,2,B
9784,12,1,27,7,2,A
8427,16,3,26,7,2,B
838,15,2,26,5,2,B
503,14,2,26,6,1,A
9011,15,2,27,5,2,B
4185,15,2,27,5,2,B
9689,13,1,27,5,2,A
3192,13,2,26,7,1,A
6398,14,2,26,6,2,B
4923,13,2,27,7,2,A
6677,12,2,26,6,2,B
6771,16,2,27,6,2,B
4526,14,2,27,6,2,B
4718,15,3,26,8,3,B
851,14,2,26,5,2,B
7192,12,2,27,8,2,A
8347,12,1,27,7,1,A
3666,14,3,26,7,2,A
3299,16,3,26,7,2,B
8207,16,2,26,6,2,B
5540,14,2,25,5,1,A
1234,15,2,26,4,2,A
1491,15,3,26,5,2,B
2153,14,2,27,6,2,A
789,14,2,26,3,2,B
7943,15,3,26,6,2,B
5780,14,2,26,6,2,A
3791,14,3,26,6,3,B
1434,14,3,25,5,2,A
2857,14,3,26,6,2,B
4149,15,2,25,5,2,A
2456,12,2,27,7,2,A
2776,13,2,26,5,2,B
936,14,1,27,5,1,B
9462,14,2,27,4,2,A
5161,13,2,26,6,2,B
8237,13,3,26,7,2,B
6897,14,1,27,5,1,B
6737,13,2,26,6,2,B
5025,14,2,26,6,2,A
7423,13,2,27,5,2,B
1523,16,2,26,3,2,A
1116,14,1,27,5,1,B
467,15,2,27,6,2,B
2693,12,2,27,8,2,A
7029,15,2,26,4,2,A
4760,14,3,25,7,2,B
9582,13,1,27,5,2,B
2886,15,2,26,4,2,A
269,14,2,26,5,2,A
1060,12,2,26,5,2,B
9393,14,3,27,5,3,B
6248,15,2,26,4,2,A
5967,13,2,27,7,2,B
8553,13,3,27,6,3,B
8858,15,1,27,2,1,A
1140,15,2,27,3,2,A
9704,15,2,26,4,2,B
9604,15,2,26,5,2,A
1293,15,2,27,4,2,A
7872,13,2,27,6,2,A
2436,15,2,27,3,2,B
517,14,2,27,5,2,B
2807,15,2,26,4,2,A
8447,14,2,27,3,2,A
1160,12,2,27,8,2,A
1303,13,2,27,5,2,A
3821,16,3,26,2,2,A
7239,14,2,27,5,2,A
7928,14,1,26,6,1,A
4496,13,1,26,6,1,A
6587,12,2,28,6,2,A
1947,12,2,27,7,2,A
1967,13,3,26,6,3,B
8793,14,2,26,6,2,B
722,12,2,27,4,2,B
8792,13,3,26,5,3,A
7894,12,2,27,7,2,A
7073,15,3,26,7,2,B
988,13,2,27,5,2,A
419,14,2,27,6,2,A
2756,14,2,26,5,2,A
3554,14,2,27,5,2,A
7306,15,2,27,3,2,A
9337,15,2,26,4,2,A
2812,17,3,26,2,2,A
8222,13,1,27,4,2,A
2100,14,2,26,5,2,B
5879,12,2,27,8,2,A
1783,13,2,27,3,2,B
1998,15,2,26,5,2,A
4710,14,2,27,6,2,B
5017,13,1,27,5,1,A
1802,15,2,26,5,2,A
8794,14,2,26,6,2,A
4318,14,2,26,5,2,A
9264,15,3,26,8,2,B
2084,13,2,26,6,2,A
2106,13,2,27,6,2,B
4546,15,3,26,7,2,B
436,16,3,27,4,2,B
4487,16,3,25,5,2,A
8184,16,3,26,6,2,B
652,13,2,27,6,2,A
3724,12,1,27,6,2,A
7064,12,1,27,6,2,A
249,16,2,25,4,2,A
6728,14,2,26,5,2,A
53,15,3,27,6,2,A
3155,15,2,26,4,2,A
2809,11,2,26,4,3,B
4500,13,2,27,5,2,A
5857,14,2,27,5,2,A
1482,12,1,27,7,2,A
4035,15,2,27,5,2,B
5128,14,3,27,6,2,B
8753,15,2,26,5,2,B
747,12,3,26,6,3,B
1107,12,2,27,4,2,B
173,13,2,26,5,2,B
4545,14,2,26,5,2,B
8218,14,3,26,7,2,B
1019,13,2,26,6,2,B
7660,15,2,27,5,2,B
3822,14,2,27,4,2,A
803,15,2,27,3,2,A
7891,15,3,26,8,2,B
5229,14,3,26,4,3,B
1114,14,3,27,5,3,A
8183,13,3,26,8,2,B
4527,14,1,27,3,1,A
261,15,2,27,5,2,B
8280,14,3,26,8,2,A
276,13,2,27,7,2,A
3250,13,2,26,6,2,B
2326,14,2,26,6,2,A
1579,15,2,26,5,2,B
9429,13,1,26,6,1,A
7351,14,2,27,5,2,A
3886,14,3,26,6,3,B
1451,12,2,27,8,2,A
5783,13,3,27,5,3,B
2522,14,1,26,5,1,B
4069,16,2,26,6,1,B
8135,12,2,28,6,2,B
7413,14,1,27,4,2,B
9565,14,3,26,5,2,A
2094,13,2,26,6,2,B
8657,14,1,27,3,1,A
2247,16,3,25,5,2,A
8747,16,2,27,4,2,B
6937,13,2,27,7,2,A
3044,12,2,26,5,2,A
1901,15,3,26,6,2,B
905,16,3,26,6,2,B
893,13,1,27,6,2,A
7151,14,2,26,6,2,A
7549,14,2,25,7,2,A
7734,14,3,26,4,3,B
9773,12,1,27,6,2,A
3247,12,2,26,5,3,B
9589,13,2,26,6,2,B
7272,13,2,26,7,1,A
4786,13,2,26,6,2,B
3585,16,2,26,5,2,A
2615,15,3,27,7,2,B
8235,13,2,26,7,2,A
731,13,1,27,5,2,A
9556,14,2,27,5,2,B
1873,16,3,26,4,3,A
9879,15,3,26,6,3,B
5535,14,1,27,4,2,A
7938,15,3,26,6,2,B
4071,12,2,28,6,2,A
8046,15,2,26,4,2,B
2574,14,2,26,6,2,B
7412,13,1,26,6,1,A
1450,14,2,26,4,2,B
4186,15,2,27,4,2,A
4148,14,2,27,5,2,B
7116,15,2,26,4,2,A
8364,12,2,27,4,2,B
5889,14,1,27,5,2,A
6060,15,2,26,5,2,A
2124,12,2,27,8,1,A
4170,12,2,26,4,3,B
3809,15,2,27,5,2,B
762,15,3,27,7,2,B
1173,13,2,27,6,2,B
2469,13,2,27,6,2,B
2952,16,3,26,7,2,B
5292,15,2,27,6,2,B
4941,14,2,26,5,2,B
7814,15,2,26,6,2,B
3678,13,2,26,5,2,B
6674,12,3,26,7,3,B
8725,13,2,27,7,2,A
3065,14,2,26,5,2,A
2243,14,2,26,5,2,A
3751,14,2,27,5,2,A
9360,14,2,26,5,3,B
672,14,3,26,5,2,A
3170,14,2,26,6,2,A
3211,15,2,26,6,2,A
7539,14,2,26,6,1,A
2087,13,2,27,8,2,A
8731,14,2,26,6,2,B
8569,14,2,26,5,1,B
8144,14,2,27,5,2,B
6297,15,3,26,5,2,B
